song_id,key,mode,confidence,tempo,rms,zcr,centroid,bandwidth,rolloff,contrast,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_C,chroma_C#,chroma_D,chroma_D#,chroma_E,chroma_F,chroma_F#,chroma_G,chroma_G#,chroma_A,chroma_A#,chroma_B
119,C#,major,0.8194,83.35,0.100857,0.067692,1575.66,1272.34,2640.21,22.8742,-238.6237,211.8155,-56.0508,-17.8539,32.0715,13.3489,-10.1094,-2.8715,10.1698,-3.4787,-2.3701,1.1804,-5.1448,0.2675,0.6146,0.3196,0.4821,0.3301,0.3118,0.4871,0.3365,0.6759,0.2808,0.3475,0.3066
1190,G,minor,0.9025,161.5,0.056357,0.029028,832.31,930.73,1323.42,25.2777,-365.6639,208.4067,24.3261,-32.8434,-2.2296,3.8502,-12.5515,-13.66,-7.4632,-7.9051,-10.2348,-11.4096,-12.9308,0.2559,0.1791,0.3741,0.3735,0.1234,0.1354,0.2423,0.4689,0.1204,0.2945,0.3604,0.116
1191,A,minor,0.9007,103.36,0.069088,0.022164,667.09,863.72,1095.37,23.8614,-386.1655,203.226,27.5321,2.3078,17.9395,4.8689,0.1514,0.7697,-4.7645,-1.8225,1.792,-1.9571,-3.4135,0.5312,0.1563,0.2393,0.1126,0.3993,0.1756,0.1116,0.3718,0.3042,0.6234,0.1985,0.328
1192,G,minor,0.514,101.33,0.110858,0.01168,577.15,1332.71,776.12,21.9851,-344.8998,207.706,63.9603,14.3856,14.7578,17.8347,9.2412,2.8506,1.2322,3.9312,1.7143,-4.3076,-4.097,0.2075,0.2077,0.2812,0.1267,0.0948,0.2234,0.1836,0.4368,0.3197,0.451,0.8809,0.457
1193,C,minor,0.5137,139.67,0.074489,0.025251,1286.59,1880.13,2528.17,23.9031,-314.2811,153.135,16.5182,34.9053,-2.2521,2.8658,16.7991,-5.0124,-2.3602,-1.4279,-8.392,-3.6781,0.1608,0.6314,0.4003,0.6961,0.4201,0.1801,0.1422,0.1551,0.4196,0.3223,0.3913,0.4373,0.3831
1194,G#,minor,0.5692,120.19,0.067959,0.01225,734.51,1716.02,958.83,22.0844,-374.5392,163.7109,60.9365,25.7021,21.388,15.4445,6.3028,7.5438,5.2202,0.7816,-1.1999,-1.7094,-0.0583,0.2471,0.3721,0.2435,0.4573,0.4202,0.2471,0.3916,0.2637,0.5144,0.4721,0.4612,0.3304
1195,F,major,0.5394,184.57,0.054522,0.043262,2153.86,2683.28,4389.31,23.3193,-309.2766,135.5916,-8.9592,31.2726,-14.0233,-4.1637,-9.4078,-13.6432,-12.3279,-5.9321,-10.6502,-13.0288,-9.2554,0.4012,0.4089,0.4058,0.3976,0.4815,0.4924,0.3924,0.4196,0.3449,0.4231,0.3974,0.3941
1196,F,minor,0.7369,126.05,0.042418,0.015108,839.55,1481.53,1290.76,21.1988,-421.2712,159.3357,31.5411,22.0688,17.705,10.2867,-0.5341,-7.0679,-1.9767,-2.4744,-5.6027,-4.1719,-2.9736,0.2686,0.2425,0.2184,0.2269,0.3801,0.8248,0.3541,0.2933,0.3676,0.2029,0.1876,0.182
1197,E,minor,0.7619,132.51,0.047422,0.073367,2306.89,2075.44,3616.44,28.2656,-382.197,64.341,-58.7935,-28.1524,-15.5972,-15.7014,-3.6883,0.0432,-2.2106,-5.9279,-10.5813,-8.5463,3.7684,0.3625,0.0953,0.2291,0.1019,0.4764,0.2582,0.1435,0.2279,0.1168,0.1518,0.0782,0.4834
1198,D#,minor,0.848,216.35,0.057114,0.018218,736.15,1291.69,1052.51,21.3995,-387.6217,179.4892,69.1204,3.6772,-3.1503,4.3934,3.298,0.539,0.9155,0.7653,-0.3772,-1.2061,-1.9316,0.2218,0.2864,0.5056,0.6036,0.2072,0.2676,0.5474,0.2576,0.4544,0.2455,0.5573,0.4187
1199,A,major,0.6656,84.72,0.094635,0.024989,1317.31,1977.67,2502.65,21.0351,-268.365,190.924,-11.0347,29.7672,11.8393,15.0995,1.5519,5.2064,-3.5558,-0.8913,-1.0991,3.3586,6.8375,0.5014,0.5519,0.5761,0.5799,0.732,0.5242,0.6,0.502,0.4033,0.606,0.4444,0.4885
12,C,minor,0.8863,93.96,0.228288,0.046425,2459.73,2981.8,5383.16,21.1664,-150.4441,142.3765,-6.4825,58.1989,-2.835,28.3808,-5.7641,7.7146,-4.2441,4.6192,-5.1991,-1.7785,-3.3931,0.6734,0.2997,0.3317,0.4674,0.3779,0.4052,0.2932,0.4816,0.3089,0.2648,0.3652,0.3648
120,G,minor,0.7531,103.36,0.039364,0.043308,1852.92,2389.43,3638.72,24.4428,-309.8992,158.1049,-19.429,22.0603,-1.6334,12.682,-6.6353,4.7864,2.21,-1.6789,-4.9896,-9.6497,-8.4726,0.1882,0.2162,0.7439,0.2012,0.2134,0.3259,0.3525,0.7584,0.2266,0.2392,0.3106,0.1764
1200,C#,major,0.7419,70.79,0.088181,0.028094,846.23,1353.57,1629.45,26.1607,-370.0135,183.6321,25.1296,10.3705,22.782,16.4452,6.8786,-1.7475,1.8274,3.9935,3.9903,4.7282,1.7878,0.1756,0.4099,0.1609,0.4034,0.209,0.2421,0.39,0.1956,0.5044,0.2844,0.2396,0.2439
1201,F,minor,0.7638,166.71,0.085779,0.071566,3186.94,3487.36,6844.87,21.6821,-174.5082,133.1657,-33.9452,57.0784,-15.8336,20.5917,-14.6826,14.0561,-16.0292,2.478,-7.3658,9.9262,-3.1354,0.5255,0.6327,0.4771,0.5776,0.6518,0.7531,0.5379,0.4828,0.6736,0.4899,0.5005,0.4513
1202,E,minor,0.836,95.7,0.055833,0.032292,1020.67,876.83,1900.84,23.6105,-335.4366,184.8974,-8.4818,-47.0321,5.0675,3.528,-31.7894,-25.1846,-6.9762,-20.6296,-30.7278,-16.7199,-11.5994,0.2853,0.1753,0.4145,0.1704,0.5426,0.2126,0.2345,0.53,0.2186,0.4247,0.1206,0.3325
1203,G,major,0.8731,56.79,0.098868,0.047576,1249.12,867.01,2267.78,23.7645,-304.0069,261.7033,-43.4106,-79.8377,17.8089,-2.804,-61.0234,-28.1619,2.8437,-28.9944,-33.2651,2.7637,-0.9322,0.4695,0.2633,0.6027,0.3093,0.3831,0.3732,0.3219,0.862,0.4675,0.3989,0.2065,0.4389
1204,A,major,0.561,99.38,0.092923,0.066827,2859.41,3208.65,5996.41,21.238,-159.5804,150.0807,-42.1109,50.5912,-10.3111,25.3556,-14.8483,14.9467,-4.3323,10.6437,-3.8752,9.6776,0.371,0.4481,0.549,0.4681,0.4208,0.4484,0.3268,0.4523,0.4623,0.643,0.8373,0.5702,0.6218
1205,E,major,0.8742,95.7,0.094751,0.052513,2211.03,2627.24,4389.2,21.1217,-181.9456,172.9086,-47.6178,41.8969,-4.5652,24.5863,-10.8655,9.2177,-5.0097,5.3909,-6.117,-0.2894,-1.6933,0.3959,0.438,0.4101,0.4915,0.8624,0.4644,0.5055,0.5192,0.5796,0.5139,0.4039,0.5973
1206,E,minor,0.6431,136.0,0.085423,0.076049,3072.6,3132.28,6544.77,21.3775,-171.8004,146.1233,-54.7405,61.1932,-32.1172,28.8099,-17.5127,5.9982,-0.0228,6.0609,6.3037,-3.4591,10.9005,0.5889,0.5802,0.705,0.6214,0.7828,0.6033,0.5134,0.6688,0.5191,0.6183,0.4968,0.5419
1207,D#,minor,0.5646,120.19,0.051304,0.059988,2648.21,2866.44,5233.75,24.6392,-298.9496,124.9766,-39.3583,31.6698,-20.0322,3.3915,-22.5712,-1.9254,-6.9115,-20.9992,-22.3317,2.0936,-6.2611,0.3412,0.3279,0.3512,0.5913,0.5028,0.3352,0.4366,0.312,0.2598,0.2644,0.2905,0.3752
1208,G#,major,0.9046,87.59,0.099208,0.028947,1820.97,2817.67,3808.65,21.3992,-211.6155,172.0455,-8.7737,42.578,-2.2955,26.7394,-5.3155,15.1922,-6.2672,3.1422,-4.7444,1.7797,-3.2654,0.37,0.401,0.237,0.5241,0.1981,0.2893,0.276,0.3542,0.8468,0.2987,0.2794,0.2003
1209,D,major,0.8833,28.24,0.075821,0.043032,1167.91,871.67,2180.97,23.5246,-318.0147,227.5907,-32.0901,-69.8249,8.649,-6.4344,-52.6652,-24.5499,2.1307,-25.655,-34.0317,-7.6055,-10.4218,0.199,0.1201,0.7866,0.1032,0.1503,0.1748,0.3041,0.5952,0.128,0.4681,0.1238,0.4348
121,A#,major,0.3546,69.84,0.065535,0.053604,2816.4,3083.96,5923.2,25.652,-301.6823,104.2159,-21.9531,53.5834,-2.2851,9.7456,-9.8832,0.6656,4.6126,6.6963,1.0478,-1.4756,-13.9023,0.2922,0.3418,0.4504,0.4685,0.3102,0.1828,0.1618,0.1787,0.222,0.309,0.5221,0.4518
1210,D,minor,0.693,90.67,0.074534,0.016473,870.73,1686.96,1196.35,22.4534,-344.818,186.4416,26.0456,28.2776,11.7165,9.3318,7.3933,0.479,-6.452,-13.6843,-9.1384,-10.3698,-12.1475,0.4117,0.4754,0.4932,0.222,0.5169,0.5921,0.1704,0.1916,0.255,0.4571,0.4854,0.295
1211,G,major,0.7988,112.35,0.092291,0.045573,2258.27,3032.49,4777.96,21.859,-195.83,166.6398,-21.7212,34.9921,-6.3768,29.7883,-12.485,13.074,-7.0379,9.9005,-5.5067,2.5115,-0.0304,0.331,0.2424,0.4776,0.3292,0.5409,0.4336,0.41,0.7814,0.2755,0.4537,0.2347,0.4174
1212,A,major,0.8906,70.79,0.060704,0.023607,1238.71,1931.25,2192.76,23.618,-338.9583,164.2367,25.7359,25.2481,7.0689,2.6921,1.7307,3.5392,0.0779,1.6589,-3.9975,-6.2719,-1.1827,0.1963,0.2916,0.4354,0.1877,0.4824,0.162,0.3002,0.1817,0.2557,0.4627,0.2,0.191
1213,G,major,0.6781,105.47,0.076564,0.024362,1228.01,1969.14,2143.13,23.741,-290.6154,194.3858,-2.8226,20.2022,7.8878,4.7921,-14.5437,4.2072,-13.3877,-20.8358,-2.9824,-9.8333,-7.0642,0.4876,0.2516,0.3706,0.3319,0.3756,0.3195,0.3547,0.5273,0.4389,0.4483,0.273,0.4348
1214,E,major,0.7316,93.96,0.083607,0.05523,2506.14,2998.04,5083.93,22.1962,-202.6661,151.6602,-39.2778,39.7759,-4.7098,31.1724,-8.8897,20.2398,-3.8979,4.884,-1.4837,6.9834,4.7761,0.4326,0.4341,0.2971,0.3707,0.6484,0.3816,0.3955,0.3682,0.3855,0.4921,0.5332,0.7778
1215,G,major,0.8244,147.66,0.076221,0.047278,2197.13,2821.68,4344.42,22.838,-230.2662,160.1877,-28.4453,35.7516,-1.7817,18.5223,-11.42,18.2175,-3.276,4.185,2.7194,3.1175,-3.5936,0.297,0.2645,0.5938,0.3582,0.3562,0.2885,0.4606,0.726,0.3288,0.36,0.3705,0.4282
1216,A,major,0.7512,93.96,0.09637,0.046105,2243.35,2906.83,4628.32,22.8314,-197.0307,160.1896,-32.6545,51.2564,-4.7136,25.9848,-9.0392,17.1808,-7.398,6.7314,-0.9054,1.7701,-4.7067,0.4788,0.5212,0.4195,0.3524,0.601,0.2771,0.3121,0.2509,0.4057,0.5617,0.343,0.4972
1217,B,major,0.7916,95.7,0.073774,0.015511,873.29,1861.77,1108.7,23.1298,-350.4467,189.0249,42.3051,34.2942,11.2894,3.7673,-0.7257,2.6321,-8.2216,-11.7566,2.7468,2.0548,-4.8584,0.2233,0.4035,0.2419,0.3436,0.3555,0.3072,0.6569,0.3432,0.3074,0.2076,0.2647,0.4797
1218,B,major,0.7492,117.45,0.08271,0.053221,1330.56,902.34,2431.83,23.5058,-309.6055,251.8687,-45.9188,-79.5186,18.5993,-1.3663,-59.3189,-26.7791,3.9564,-29.4507,-35.1146,2.5863,0.7401,0.3045,0.4606,0.3297,0.3897,0.4931,0.3029,0.5743,0.378,0.4304,0.5348,0.3518,0.6135
1219,A#,major,0.6827,95.7,0.077704,0.018331,943.13,1521.89,1577.86,23.0539,-320.1182,197.042,11.3312,13.9432,7.34,11.4163,0.2672,-2.159,-1.7858,-14.3376,-0.4677,-0.259,-8.852,0.3406,0.3459,0.4557,0.3454,0.4018,0.4823,0.2445,0.2603,0.2677,0.565,0.6242,0.2396
122,A,minor,0.4793,126.05,0.358082,0.042347,1768.7,2189.97,3494.46,22.144,-77.6861,196.0477,-49.3929,42.8159,-10.7417,23.4371,2.1065,7.6259,6.052,1.6943,2.0562,-0.3551,3.6723,0.5449,0.3065,0.4663,0.2848,0.5561,0.3059,0.3148,0.5815,0.3699,0.6666,0.7378,0.4939
1220,E,major,0.7608,105.47,0.084211,0.015656,865.73,1530.46,1478.04,23.6705,-311.9058,192.8572,5.3768,30.8722,24.2313,11.381,5.3091,7.5338,1.3138,-3.1727,1.4959,-5.4778,-6.1269,0.2443,0.1625,0.1901,0.4485,0.8549,0.3037,0.2273,0.2194,0.2745,0.3572,0.2079,0.4446
1221,E,minor,0.6952,147.66,0.072281,0.043698,2349.21,3057.56,4776.77,21.4625,-258.228,140.5754,-9.2003,61.9478,2.5115,19.0954,-6.5752,18.4317,0.4321,14.2331,1.2719,2.5834,1.6594,0.3409,0.3498,0.5177,0.4349,0.7051,0.3926,0.4023,0.3711,0.3416,0.4002,0.3288,0.5183
1222,C,major,0.8324,60.8,0.074444,0.038845,1113.39,849.03,2051.66,23.9532,-321.6803,227.7095,-29.525,-66.1822,11.041,1.1735,-45.5379,-25.5712,0.5977,-24.8524,-38.0502,-15.582,-12.7652,0.6084,0.1397,0.2796,0.0833,0.3392,0.1535,0.1782,0.8513,0.1529,0.237,0.1139,0.2351
1223,A,major,0.8572,95.7,0.076489,0.050848,1961.12,2303.99,3952.19,20.8394,-225.8247,169.2092,-30.4189,32.059,-1.1956,17.5075,-5.4119,10.7546,4.1997,6.5066,3.4656,3.4216,10.1374,0.3919,0.4941,0.5695,0.4324,0.6241,0.4719,0.3971,0.4064,0.367,0.7987,0.3159,0.3306
1224,C,major,0.6694,90.67,0.112149,0.044294,2772.12,3233.88,6014.92,21.3948,-178.3652,132.5443,-42.724,55.5421,-7.0455,34.4024,-1.5298,16.3895,-0.2976,8.4141,-0.0384,6.1039,3.4248,0.8243,0.3734,0.3192,0.2437,0.2365,0.329,0.3397,0.554,0.4626,0.4192,0.3873,0.3437
1225,F#,minor,0.4955,77.13,0.106929,0.040186,1938.94,2455.45,4048.53,19.4678,-188.1952,183.383,-42.7314,46.5579,-7.2806,20.4731,4.9425,11.9893,2.1446,0.9116,-3.0365,5.8938,2.9637,0.352,0.3908,0.4141,0.3232,0.3939,0.6591,0.9046,0.7572,0.7011,0.6555,0.4214,0.3217
1226,G,major,0.8876,161.5,0.06524,0.049111,1290.82,925.15,2358.38,23.7398,-321.1249,231.0122,-42.9547,-70.0576,12.6054,2.5233,-46.5694,-24.4847,6.3166,-22.5632,-37.3868,-10.7622,-8.9687,0.4585,0.1869,0.4802,0.158,0.2447,0.3137,0.3434,0.6841,0.216,0.4564,0.2449,0.5508
1227,A,major,0.7307,152.0,0.09869,0.056173,2513.48,3018.82,5570.99,20.3315,-163.2129,166.902,-39.1538,52.6907,-25.0148,31.9514,-17.12,8.8243,-4.3127,0.0779,-3.9114,4.5993,-1.1368,0.381,0.5026,0.6099,0.4449,0.6987,0.5794,0.5985,0.5114,0.4881,0.6444,0.4438,0.6096
1228,C,major,0.8467,117.45,0.072727,0.023306,1281.66,2045.72,2549.71,23.5514,-285.8321,171.8034,0.2404,31.9951,8.2138,18.0508,9.4717,4.7392,1.6243,2.0808,-1.5505,-8.2546,-12.2258,0.7444,0.1934,0.3539,0.1377,0.3925,0.2513,0.2806,0.4761,0.3748,0.4905,0.2115,0.2897
1229,E,major,0.9342,117.45,0.071999,0.054705,2457.59,3084.62,5073.39,24.0004,-229.6199,147.6681,-22.9071,41.8961,-13.4831,18.7342,-5.1303,20.8916,-5.5429,6.8287,-0.2148,8.3879,-1.6658,0.1566,0.2412,0.1888,0.3119,0.694,0.226,0.2744,0.1566,0.3061,0.3459,0.1865,0.4731
123,C,minor,0.7113,117.45,0.1205,0.060882,2444.64,2707.97,4979.03,21.945,-158.9408,159.5927,-54.0571,59.4528,1.7124,18.5491,-3.61,18.0174,-2.3315,0.3669,4.9256,0.0039,0.8805,0.6432,0.4438,0.6162,0.5513,0.3273,0.3741,0.3304,0.4421,0.3255,0.3237,0.4169,0.3558
1230,B,minor,0.8768,112.35,0.055372,0.096062,1977.92,856.9,2788.28,24.7654,-351.1246,216.5192,-86.5597,-92.7084,30.5365,21.7901,-50.4907,-28.2624,25.9245,-2.2247,-30.0902,6.3325,11.3176,0.3046,0.4936,0.6181,0.4369,0.5063,0.3535,0.6619,0.491,0.2651,0.5265,0.3086,0.71
1231,F#,minor,0.4787,166.71,0.078387,0.07633,3143.03,3520.87,6894.45,21.0149,-167.1184,148.1033,-47.1217,26.8039,-26.6041,35.0515,-17.5943,26.8686,-10.1076,18.0279,-1.2967,10.4262,0.9134,0.4296,0.4601,0.4561,0.3746,0.4877,0.5941,0.9022,0.8275,0.5805,0.584,0.4269,0.5559
1232,A,major,0.7095,82.03,0.069985,0.047822,2398.59,3071.57,5184.97,23.2772,-236.67,145.1493,-27.8004,59.0415,0.4002,22.7091,-6.7047,17.1518,-9.1902,11.0727,1.8676,3.6616,-2.7451,0.225,0.3645,0.442,0.3821,0.6068,0.3222,0.3529,0.5476,0.5338,0.7663,0.2596,0.3571
1233,E,major,0.883,172.27,0.08767,0.053859,2397.91,2982.13,5081.01,22.15,-183.2492,157.5068,-33.713,51.898,-8.5846,12.7984,-9.5634,16.2326,-4.4999,9.8124,-10.3559,4.2718,-0.6074,0.2409,0.3707,0.3227,0.3903,0.7369,0.3387,0.4536,0.328,0.4145,0.6202,0.2645,0.5212
1234,E,major,0.841,143.55,0.052976,0.039405,2136.27,3127.13,4614.18,23.4626,-291.5186,143.8363,-6.0984,42.8907,-0.665,31.8788,-2.9325,15.2449,-7.7953,7.5372,1.934,7.9518,-0.5764,0.2328,0.4547,0.1942,0.1955,0.4734,0.1997,0.4251,0.2264,0.326,0.4445,0.2082,0.5256
1235,A,minor,0.7388,129.2,0.094698,0.043449,2045.76,2595.61,4349.62,22.7047,-212.524,170.9211,-36.0495,64.3843,6.5154,12.4758,-9.4145,16.7732,-12.361,-2.1948,11.2116,-0.3463,-3.9344,0.4238,0.3213,0.5228,0.3402,0.5328,0.2888,0.3145,0.4551,0.3289,0.7046,0.3525,0.5013
1236,E,minor,0.7846,178.21,0.097732,0.058771,2625.57,3082.84,5502.49,21.8665,-185.963,151.519,-34.3794,50.1699,9.8065,28.6511,-20.3878,5.9755,-5.1965,12.5299,-2.5141,3.3042,-5.1801,0.3625,0.3131,0.3408,0.3471,0.7135,0.5219,0.4881,0.5668,0.4231,0.4453,0.3545,0.5159
1237,E,major,0.8927,95.7,0.059746,0.037153,1581.83,2048.51,3118.01,22.7727,-288.3436,167.4235,-8.4558,8.3777,13.1324,23.5628,-2.8854,-2.9594,-1.7636,-5.0671,-8.7681,-4.5159,-1.772,0.2139,0.4472,0.2085,0.2967,0.4696,0.1969,0.3365,0.2332,0.4483,0.3195,0.2084,0.4664
1238,C,major,0.8556,132.51,0.093759,0.060693,2611.24,3117.78,5206.57,21.0895,-173.2857,156.0045,-47.0604,33.0039,-2.7875,38.7196,-13.0967,17.9467,-7.4571,14.4464,-6.9329,7.7149,2.5746,0.5548,0.3432,0.5403,0.3828,0.5526,0.5027,0.4198,0.5489,0.3815,0.4981,0.3109,0.4319
1239,B,minor,0.482,107.67,0.100066,0.052809,2397.23,3002.52,4977.71,20.4828,-170.3938,168.894,-36.7643,25.1879,-23.8754,25.1717,-10.0748,12.5833,-10.9713,11.3894,-1.252,11.3676,0.9894,0.3975,0.5455,0.6349,0.5333,0.6731,0.381,0.3878,0.3823,0.3611,0.3941,0.4174,0.5981
124,E,major,0.5835,107.67,0.211169,0.034137,1241.63,1600.23,2014.81,22.6182,-166.4627,214.9881,-21.859,-5.2062,-9.1029,8.6089,-4.0385,-9.5714,9.4065,-7.372,-3.7046,4.5201,-1.7287,0.2768,0.2104,0.2204,0.2328,0.5531,0.2931,0.238,0.3783,0.6284,0.7274,0.3433,0.3937
1240,G,major,0.9511,107.67,0.056022,0.035361,1617.69,2340.97,3326.79,23.66,-301.9168,155.0973,5.278,37.4488,-0.5242,5.1738,14.0086,5.9332,3.0075,4.077,-0.4963,2.7643,8.5929,0.3083,0.1856,0.4847,0.1739,0.2254,0.1492,0.2614,0.6008,0.1493,0.2037,0.1318,0.2796
1241,G,major,0.859,126.05,0.071501,0.026633,1517.86,2259.41,3184.96,24.9767,-299.4059,161.581,-5.5611,45.9358,13.305,16.1549,3.6116,6.5983,-3.0571,-4.2097,3.7103,-3.6668,-8.4933,0.3319,0.1499,0.3562,0.1468,0.2193,0.1293,0.2781,0.7358,0.2855,0.435,0.1613,0.3762
1242,E,major,0.6709,92.29,0.103663,0.025263,1379.24,2293.69,2714.74,21.6152,-255.0011,182.3075,6.9153,38.7525,8.4492,22.5085,-6.9444,7.6227,9.2592,10.1164,4.6186,2.7997,4.0255,0.1803,0.1972,0.4052,0.39,0.5015,0.2586,0.3647,0.1896,0.2735,0.4531,0.2535,0.5982
1243,D,major,0.8531,101.33,0.103322,0.059117,2929.48,3463.64,6599.98,20.6709,-151.6953,147.6231,-33.0613,61.4578,-22.8837,35.7396,-10.5815,20.5059,-13.3153,10.4902,-9.7711,4.6483,-4.7132,0.3812,0.3531,0.5708,0.3196,0.3892,0.2491,0.4574,0.526,0.3532,0.5048,0.3529,0.5352
1244,D,major,0.7786,129.2,0.107301,0.028158,1612.1,2483.82,3203.3,21.0665,-232.7244,186.473,3.1722,22.5245,-2.2211,18.5851,-3.6338,15.147,-3.8679,5.308,2.5545,5.2996,4.3119,0.3085,0.5174,0.6104,0.3197,0.4338,0.2713,0.3516,0.3466,0.2493,0.5232,0.2287,0.3785
1245,G,major,0.8751,97.51,0.090516,0.048244,2489.16,3254.05,5435.15,22.3621,-206.8452,145.4965,-11.4421,48.2578,-4.1881,32.3559,-3.6031,14.1086,-9.1398,2.7937,-9.4312,1.8895,0.2389,0.4199,0.3301,0.6146,0.3306,0.4382,0.4091,0.4095,0.717,0.3469,0.3585,0.2704,0.3697
1246,D,major,0.7652,103.36,0.069669,0.023419,1029.48,1629.96,1749.48,23.1128,-338.1187,199.2751,35.185,20.2398,-3.2334,14.6656,4.9968,-5.1497,4.7733,0.224,-15.0782,-2.7382,5.8915,0.2755,0.296,0.3831,0.3314,0.3278,0.2392,0.3433,0.2973,0.3084,0.3735,0.2247,0.3501
1247,A,minor,0.7352,184.57,0.094121,0.071611,2831.42,3078.4,5825.41,20.252,-145.4462,158.3872,-55.7817,53.3533,-18.5603,31.0653,-26.1869,14.2474,-6.3469,2.8976,-5.7225,4.9073,-3.3038,0.5785,0.4355,0.6352,0.544,0.6015,0.491,0.4341,0.5123,0.5453,0.71,0.5152,0.4567
1248,E,major,0.811,54.98,0.032669,0.09278,1972.39,969.16,2793.44,22.725,-404.5581,179.4267,-69.6271,-80.0591,26.3063,23.9306,-35.845,-17.6968,27.5576,8.1939,-16.3401,4.6228,8.1623,0.4624,0.5036,0.4917,0.4074,0.7091,0.3609,0.4461,0.3861,0.4253,0.5047,0.4962,0.6855
1249,G,major,0.8539,147.66,0.096542,0.065301,2738.29,3107.71,5667.79,21.4657,-163.9202,155.6059,-50.1045,28.7403,-1.0711,30.6674,-7.7104,20.9812,-7.5447,14.3965,-3.5353,7.6445,-2.0222,0.3432,0.2596,0.4821,0.2731,0.3517,0.2894,0.4286,0.9245,0.3498,0.4172,0.29,0.4453
125,D,minor,0.7684,70.79,0.236643,0.030783,1254.51,1718.52,2415.28,22.7487,-176.9838,190.7228,-8.2493,31.2507,8.3325,7.9345,16.3379,3.6967,-0.7238,1.2733,-1.6193,-2.961,0.3998,0.3565,0.2354,0.7024,0.3371,0.539,0.5097,0.3565,0.4577,0.2339,0.4996,0.2568,0.3773
1250,A#,minor,0.7998,99.38,0.095595,0.080209,2842.13,2774.57,5395.54,20.4391,-145.2375,160.4188,-81.6222,38.421,-10.0133,29.4696,-16.7919,23.8928,-8.4619,13.3405,-2.1211,7.0017,-0.3106,0.4835,0.4943,0.4322,0.5803,0.4314,0.7615,0.4997,0.3656,0.5187,0.4717,0.7864,0.4234
1251,G#,major,0.8931,143.55,0.076752,0.06329,3167.43,3562.43,7065.15,21.2864,-198.6713,130.7414,-24.006,62.5623,-6.9573,32.8624,-18.123,10.7251,-9.049,7.3387,-7.1166,5.0075,1.8109,0.5644,0.4837,0.3692,0.5689,0.371,0.514,0.3757,0.459,0.6241,0.3919,0.5612,0.4496
1252,E,minor,0.5152,126.05,0.072049,0.030146,1342.71,1891.27,2787.39,20.9596,-284.1877,189.4654,-19.0051,43.9842,24.285,11.8687,2.3792,0.2176,5.6727,-2.3874,5.38,7.8768,-0.1141,0.5088,0.486,0.3923,0.4465,0.8567,0.7155,0.5142,0.4825,0.4451,0.3999,0.4033,0.4867
1253,D,major,0.7828,89.1,0.05901,0.047347,1545.22,1665.01,2706.99,24.324,-287.2072,200.1148,-30.1025,-21.8201,2.697,9.5883,-18.5033,-9.4787,-0.7808,-8.0938,-9.6804,-1.9554,-3.7671,0.2937,0.2173,0.6174,0.1994,0.4456,0.2141,0.2569,0.2819,0.3373,0.6223,0.137,0.2171
1254,D,major,0.6912,161.5,0.086002,0.062922,2588.58,2846.17,5265.05,20.5647,-185.6301,155.2667,-53.0103,43.2205,-10.5949,32.7357,-17.626,6.0847,-5.7393,13.7002,-0.858,0.0917,2.8848,0.3512,0.5386,0.7767,0.4569,0.5478,0.4526,0.4283,0.5095,0.569,0.6938,0.4681,0.3489
1255,A,major,0.8218,78.3,0.067008,0.04755,2073.34,2798.75,4404.52,26.0126,-282.637,141.9663,-5.497,45.9745,-15.4882,23.6013,-8.5443,-3.5776,1.1587,-13.1598,-4.1277,-8.2115,-1.4073,0.1823,0.3626,0.2277,0.1022,0.3121,0.1214,0.2719,0.2062,0.2287,0.5541,0.1857,0.4387
1256,D#,major,0.8882,132.51,0.09143,0.057501,3049.55,3804.18,6924.21,21.1981,-165.8461,145.5863,-23.2653,48.0434,-14.896,31.134,-23.9184,17.4299,-17.8653,10.5534,-11.3151,10.611,-8.4014,0.404,0.2867,0.3497,0.561,0.3034,0.3801,0.3239,0.4725,0.5885,0.3602,0.6347,0.3052
1257,A,major,0.9218,112.35,0.088118,0.033276,1546.66,2317.61,2611.71,22.8451,-245.8534,186.0678,-10.5168,6.0182,-22.7138,1.4092,-19.9369,-5.6788,-12.5204,-14.6094,-26.9643,-14.5839,-13.0607,0.1686,0.5962,0.3129,0.2347,0.4867,0.1934,0.2766,0.1996,0.2884,0.8753,0.2152,0.2743
1258,F,minor,0.7684,161.5,0.085681,0.061043,2892.5,3344.26,6263.73,21.8136,-191.867,138.5526,-29.1824,52.1207,-12.4356,18.2539,-16.5958,10.1522,-16.4914,-0.1927,-8.3371,8.2711,-3.1627,0.551,0.6402,0.4572,0.5566,0.6503,0.7266,0.5099,0.4585,0.6498,0.4652,0.4696,0.427
1259,A,major,0.741,117.45,0.088364,0.024671,1814.68,2871.36,3800.25,22.8417,-287.335,141.3121,5.5842,61.6963,17.4073,32.7928,-4.7913,20.8134,-1.0752,-3.5785,3.3362,4.266,1.1968,0.1322,0.1754,0.2583,0.1891,0.3708,0.2627,0.2894,0.2127,0.2945,0.3941,0.1537,0.2107
